customer_id,prob
167939,0.027722660452127457
168286,0.02814227156341076
168325,0.029044827446341515
169212,0.027722660452127457
169363,0.04177747666835785
169405,0.04402745142579079
169496,0.027898168191313744
169544,0.027722660452127457
169808,0.027722660452127457
170583,0.027898168191313744
170853,0.027942469343543053
170995,0.02871081978082657
171048,0.027722660452127457
171276,0.05637000501155853
171475,0.027722660452127457
171793,0.04603484645485878
171811,0.027942469343543053
172023,0.04631985351443291
172366,0.029298536479473114
172438,0.15033495426177979
172531,0.02779487520456314
172552,0.027722660452127457
172645,0.027942469343543053
173801,0.027970828115940094
173880,0.028601566329598427
174193,0.11383746564388275
174498,0.027722660452127457
174676,0.027722660452127457
174861,0.027722660452127457
174979,0.4619218409061432
175028,0.027942469343543053
175381,0.02796708606183529
176102,0.12747035920619965
176324,0.027898168191313744
176341,0.04344595596194267
176452,0.1275978535413742
176552,0.027722660452127457
176553,0.10617813467979431
176602,0.057846084237098694
176731,0.027722660452127457
176793,0.4931255578994751
176911,0.02796708606183529
177087,0.030784225091338158
177364,0.08335696905851364
177486,0.10225094854831696
177698,0.02776668779551983
177757,0.14559732377529144
178114,0.03611043095588684
178198,0.027722660452127457
178286,0.027722660452127457
178374,0.02815205603837967
178742,0.13040176033973694
178744,0.02967514470219612
178944,0.027722660452127457
179250,0.02776668779551983
179560,0.027722660452127457
179665,0.030154522508382797
180155,0.027942469343543053
180344,0.028880828991532326
180756,0.027942469343543053
180851,0.027898168191313744
181017,0.027722660452127457
181822,0.027942469343543053
181834,0.07958817481994629
181981,0.027722660452127457
182008,0.02857236936688423
182371,0.027942469343543053
182401,0.02776668779551983
183292,0.027998585253953934
183981,0.048567332327365875
183998,0.028442198410630226
184311,0.027722660452127457
184374,0.027722660452127457
184431,0.04646502435207367
184441,0.02796708606183529
184769,0.16790811717510223
184966,0.2786010205745697
185132,0.049222759902477264
185238,0.027942469343543053
185288,0.04944489896297455
186028,0.08245541900396347
186094,0.027722660452127457
186348,0.19128674268722534
186353,0.02824537269771099
186488,0.027722660452127457
186735,0.02824537269771099
187106,0.02776668779551983
187233,0.027942469343543053
187512,0.027970828115940094
187532,0.02776668779551983
187598,0.027722660452127457
187717,0.04781651496887207
187937,0.03611043095588684
188033,0.027942469343543053
188393,0.035654522478580475
188673,0.27152693271636963
188764,0.04674772918224335
189272,0.12947073578834534
189644,0.02776668779551983
189650,0.027942469343543053
189904,0.02913103997707367
190264,0.027998585253953934
190309,0.027722660452127457
190313,0.02824537269771099
190799,0.038634177297353745
190955,0.027722660452127457
191110,0.6670826077461243
191322,0.08949039876461029
191347,0.02814227156341076
191539,0.027722660452127457
191823,0.05063555762171745
192060,0.02776668779551983
192259,0.05367303639650345
192515,0.027722660452127457
192676,0.06447913497686386
193129,0.028163157403469086
193417,0.32148826122283936
193461,0.028351323679089546
193916,0.02796708606183529
193960,0.027898168191313744
194538,0.027942469343543053
194666,0.027898168191313744
194819,0.02995464764535427
194864,0.027942469343543053
194917,0.02796708606183529
195187,0.027722660452127457
195290,0.027722660452127457
195322,0.027722660452127457
195700,0.027942469343543053
195751,0.03687937930226326
196044,0.027942469343543053
196682,0.027942469343543053
196839,0.027722660452127457
196851,0.03574086353182793
197267,0.027942469343543053
197394,0.029076289385557175
197689,0.027942469343543053
197816,0.028624314814805984
197941,0.02796708606183529
197988,0.10385920852422714
198106,0.027722660452127457
198436,0.027722660452127457
198463,0.029550833627581596
198521,0.04811875894665718
199153,0.02796708606183529
199395,0.027942469343543053
199586,0.48452430963516235
199939,0.027942469343543053
199976,0.027722660452127457
200079,0.029560066759586334
200307,0.06436245143413544
200708,0.027722660452127457
200940,0.04213832691311836
200952,0.08705180138349533
201447,0.029007727280259132
201831,0.029292725026607513
201896,0.036445166915655136
201977,0.02824537269771099
202438,0.027722660452127457
202951,0.02808995172381401
203027,0.04189667850732803
203029,0.027898168191313744
203058,0.027998585253953934
203137,0.029774891212582588
203467,0.02796708606183529
203623,0.027722660452127457
203633,0.027898168191313744
203719,0.027722660452127457
203799,0.027722660452127457
204095,0.02796708606183529
204451,0.02913028560578823
204600,0.030272364616394043
204627,0.027722660452127457
204928,0.04813674837350845
